post,tags
"This game is extremely fun and a great party game! I bought the original set and the Extension Pack 1.The object of the game is for the 'player-in-charge', which rotates each round, to put down a card that often has a blank that needs to be filled in. Each player puts down a card that they feel best fills in the blank and answers the question, as well as what will appeal to the 'host's' personality the most. The host doesn't see who puts down what card. The host picks their favorite response, and the person who put down that card gets to collect the host's question card. The person who collects the most question cards wins.Many of these questions and answers are 'dirty', or not PC, so it is not a good idea to play with someone who is easily offended. The more players you have, the more fun the game is.This game is a study in character. You have to know something about each of the players' personalities and what types of responses would best appeal to them if you want the best shot at winning!",5
"DO NOT PLAY THIS GAME UNDER ANY CIRCUMSTANCES if the following apply to you:1. You are offended by profanity.2.  You are offended by vulgarity.3.  You are offended when people do not adhere to proper PC terminology.4. You are easily offended in any manner at all.5. You lack a sense of humour.This game will cause you to look at your friends and family in a whole new way.  This game has been played now at several family get-togethers (we're all over 25) and it's been both illuminating and disturbing.  There are cards that I felt horrified to have my mother read aloud.  There are cards I was even more horrified that my mother played.  There were cards I was horrified I even thought to play.  In short, this game is absolutely horrifying..,.in the best possible way. I can't remember the last time we laughed so much playing games.  Throw any kind of decorum out the window because this game will lower you to your most anti-PC self imaginable.  You will perpetually feel like a terrible person the whole time you're playing, but it will be worth it in good times and hilarity.",5
"As long as you are playing with people that you know that won't be offended by anything that may come up in the cards, this game is great.  There are several times during a game that you will laugh until you nearly cry.  The only negative is that some overly sensitive people may have some issues with statements on cards.  This is an adult only game.",5
"This is a fun game. Warning, if you are easily embarrassed or conservative in any way, this game is not for you.Listening to you parents, siblings, friends, or other relatives say 'Panda Sex' or 'Doin' it in the butt' can be hilarious for some,but not so much for others. By the way, those are far from the worst things you will hear. I kept it nice here. Figure out which kind of person you are. If that seems like something you would want to hear, then buy the game. If you do not want to hear grandma or someone else say such things, then stick to Apples to Apples.We used to cross out and write our own Apples to Apples cards to make it more depraved. Then this game came out. Well that just made me sad, I could have been rich. Damn it! Well I am sure I am not the only one who did it, but don't have to do it anymore. Our friends at Cards Against Humanity LLC took care of it and continue to put out more and more, sicker and sicker cards for your gaming pleasure.",5
"First off, I'd like to say that I'm a nice person.  I try not to be prejudiced, mean, or otherwise demeaning to other people.  It's just how I roll.  That said, sometimes you just have to turn off the filter and let 'er rip.  Find a group of like-minded people who are willing to be raunchy, mean, nasty, and generally un-politically correct and play this game.  As long as 'what's said in the game, stays in the game', this game is fantastic.The premise is simple.  One person draws a black card with a question on it such as '____.  Kid tested, mother approved.'  Then, from a hand of 10 white cards, choose the 'best' answer to the question.  Your answers can be as benign as 'Peanut butter', 'thermonuclear war', or 'Rolando, Flatulist to the King' or non-PC such as 'Black People' or raunchy as 'Warm, velvety muppet sex' or even worse.This is where the game really shines.  The 'Best' answer is voted on by the person who read the question.  So if you play to your audience, you'll often 'win' the round.  The reader may not care for raunchy sexual innuendo, but may love ironic wordplay.  Or the person could be a flaming racist.  It's totally up to the reader what constitutes a 'winning' answer.  And while a lot of the cards are pretty horrible, there's many many many 'clean' answers that, when taken in the right context, are horrible in their own right.  And virtually every combination you come up with will be hysterical!This game is absolutely *not* for children, the closed-minded, or anyone who can't temporarily turn off their moral filter for a little while and just have fun.  If you enjoy just cutting loose with like-minded people and letting it all go crazy, then this is the game for you.  And, of course, a little alcohol goes a long way towards improving the quality of the play.  Make sure you get the expansions, too, as more is oh so much better.",5
"This is a really fun, adult game!  We like to host regular game nights and sometimes they get pretty ugly (even dominoes gets nasty!) but Cards Against Humanity has become a crowd favorite because everyone has fun and no one is a target.  It's super fun, dirty, and we like to make up some of our own house rules, such as if the Card Czar has a great card, they can play it for the comedic value to the group, but can't award points to themselves and cards are allowed to be re-upped upon a group decision.The cards are hysterical and the directions are a riot.  If you have a sense of humor and a few like-minded friends, you need this game!",5
"CAH is a classic game that everyone should appreciate.  As you've read, the game is to be enjoyed with a crowd that's open minded and can laugh at inappropriate subject matters.  I've purchased several of these sets for new home owners to help them create fun memories with friends in their new space - this game certainly provides ample material!",5
"I just love this game. As a bit of background, I am liberal in my political stance but pretty conservative in my everyday life, especially in the words I choose to use around my kids and in public. I rarely curse, ever, even with very mild words. But this game - when played with the right group of people - has given me the ability to let loose a bit and relax. I've played with couples of mixed races and gender combinations, as well as on a weekend girls' trip and it was an equally big hit. I DO feel like a terrible person sometimes when I give certain answers, but as long as everyone in the group understands that it's all in jest, this can be easily overlooked. Do NOT play this game with people who lack a sense of humor or who are ultra-conservative, politically or religiously.I have friends who play this with their adult parents or teenage kids, but I can't imagine myself doing so with either. And if you're a conservative parent, keep this out of your kids' reach; we attempted to play Pictionary with our neighbors one night with these cards (harder than it seems) and my 7-year-old walked in and picked up a black card, then started giggling, hard. I panicked before I saw what it said: 'My ex-wife', which is about as mild as any of the words on these cards get. We now keep them far out of reach and sight.",5
"This was Number One on my daughter's wedding register  List..Of course I do not understand that but she and her future husband love the game so I bought it for them. I will get them started and then they can go from there. She tells me this is the game to have when young people get together. Well, I want her to be happy and they can always eat off paper plates. LOL. I DID not open them and would not know if they are Original Manufacturers condition. They were listed as New.  I know the bride and groom will be very happy.",5
"Who doesn't love Cards Against Humanity! This game is a lot of fun! I enjoy playing it at college with my friends and at home with my cousins. This is not what I would consider a family friendly game, I have played with my mother, aunt, grandmother and cousins once and it was top four most awkward moments in my life. This game should be stuck to with people of the game ages or just not at family functions. There are some of the cards that make me feel uncomfortable but I usually set them off to the side and return with play. Many of the cards are very provocative or inappropriate and do not list the definitions of words. This is sometimes helpful but also a little uncomfortable when you have to look up the meaning of an awkward phrase, sometimes you get more than you bargain for.",5
"This game is so much fun.  I played it with 3 generations family last weekend.  I've been fearful of us drifting apart.  Usually the adult nephews are bored and ready to bolt.  Everybody has to be 'someplace.'  I had reservations about playing this game w my mom and her grandsons so I pulled maybe 30 of the most 'horrible' cards but after about 20 min I started shuffling them in.  We as a family haven't laughed and enjoyed each others' company in a VERY long time.  After 2 hours flashed past more than one face hurt from laughing.We like to think highly of ourselves but by the end the consensus was yup, we really are horrible people.  Funny but THAT bonded us.  Looking forward to Thanksgiving and I'm not the only one.",5
"This is recommended for ages 17+. I brought it to a family dinner, knowing that the two kids, ages 11 and 14, would vacate to the basement after dinner to play on their computers. The somewhat precocious 14-year-old overheard that I had Cards Against Humanity and made it clear that while he had never played or even seen the game, he knew enough about it that he wanted to play if his parents would give him permission. They did, and what ensued was hilarity, but even better, it opened channels for discussion about sex, politics, justice, racism, homophobia and all the things that exist in society, and when things are funny and when they are not. What made breakthrough shows like South Park and The Simpsons funny when they premiered was their seeming inappropriateness, but they too broached topics that ought to be discussed by parents and children. In an age when information is available 24/7, along with misinformation, this may be the opportunity for families who value open discussion, education and critical thinking to open the door to those discussions. There's so much for parents to teach to and learn about their kids, and to a degree, vice-versa. It's not for everyone, but this family found it hilarious and vital. I wish there had been a way to have these discussions with parents or another responsible adult when I was a young teenager and had to find out what I could from a 1957 Encyclopedia Brittanica and a Webster's Dictionary.",5
"It's fairly common knowledge that this game is very offensive. So if you're easily offended, it's a no brainier that this is not the game for you. Lots of sexual cards, a bit of Holocaust 'humor' cards, and there are even a card or two in there mentioning pedophilia. My husband has a pretty obscene sense of humor, but even we had to take out some cards (mostly the pedophilia cards, and he doesn't like the ones mocking God or Jesus.) The game is amazing, though, so it's not really a big deal at all to toss 5 or 6 cards that go to far for us. There are PLENTY more to chose from that are still ridiculous and entertaining, especially if you go into the expansion packs.All we have to do is mention having this game at a party or get together and immediately dozens of hands fly up when we ask if anybody wants to play, or tons of 'I WANT TO PLAY!'s are shouted at the simply mention of having the game. It's especially entertaining to play with normally more reserved old ladies... because then the truth really comes out, and you find their just as disgusting a person as you are haha",5
"Ever wondered what a grown-up version of Apples to Apples would look like? Well, Cards Against Humanity is the perfect response to that desire.If you've never played Apples to Apples or Cards Against Humanity, let me fill you in on how CAH works. There are Black Cards and there are White Cards. At the start of each round, one chosen player (The Judge) will select a Black Card from the stack. On these cards will be a phrase or question that needs to be answered/completed. This is where white cards come in. Players have 10 White Cards, which they use to complete the Black Card's question(s)/blank(s). After each player (besides The Judge) has chosen the best White Card in their hand to go with the Black Card, all players turn their White Cards in to The Judge. From here, The Judge reviews the White Cards and decides his/her favorite pairing of the White and Black Cards. The player who played the Judge's chosen White Card gets a point (if that matters to your group) and the gameplay starts all over.Let me give you an example with word-for-word examples of what you'll find on the Black and White cards.1. The Judge plays a Black Card that says: 'Life for the Native Americans was forever changed after the white man introduced them to ____________.'2. All players (exc. the Judge) choose a White Card.3. After everyone has chosen their White Card, the Judge reviews the responses: 'Smallpox Blankets', 'Drinking Alone', 'A Can of Whoop-Ass', and 'Take-Backsies'(Before you read these and think I'm an awful person, these are actual White Cards that I have seen played on the aforementioned Black Card)4. The Judge chooses 'Drinking Alone' and the player who picked this White Card wins the round.This game is great fun, but keep in mind that there are some edgy/racy/raunchy/explicit/graphic/vulgar White and Black cards. In fact, that's the point.If you don't have the right sense of humor to laugh at a card combination like 'Lifetime presents: __Pretending to Care__, the story of __Not Giving a S*** about the Third World__', then this is not a game that I would recommend for you.This is not a children's game, and this is not a game to play with Grandma (unless Grandma has a really effed up and awesome sense of humor). But if you and your friends enjoy laughing at the darker side of life, art, and pop culture... This is the perfect game for your next party.",5
"I've been hearing so much about this game, and I love opportunities to do things together with a good group of people.  So, I finally decided to buy this game.  It was everything I hoped and more!  The rules are fairly simple, and it didn't take long for the group of us to understand the premise of the game and then to truly embrace it.  The game doesn't tell you when a person has, 'won' so we decided after playing for over an hour that we should stop when someone reached 10 points.  We had a small group this time, just four of us.  And because it was our first time, we didn't use any of the recommended variations to the game.  And I don‰Ûªt currently have any of the many expansion packs.  The rules are simple, find the best (or worst possible) words to fill in the blank for a phrase, or to answer a question.  The power to decide who provided the best answer is in the hands of one person and it rotates each turn.  There are lots of possible answers, and a decent amount of ‰ÛÏquestions‰Ûù which is where I think all of the expansion decks must come in handy.  The cards are the same stock as a good set of playing cards.  So, that makes shuffling them fairly easy to do.  In all, it was definitely worth the money and I can‰Ûªt wait to play again.  We even had a laugh over the inspection tag that was located in the box.  It‰Ûªs NOT your standard tag.  I‰Ûªm already planning a get together so I can get friends together to play.  I paid full price for this game, and did not receive any discount.  These are my unbiased opinions.",5
"If you like to laugh, and you don't take life too seriously then you will likely enjoy this game.  If you are the type to be easily offended I would RUN, because this is likely the most offensive game you will ever play.  I mean the name 'Card's against humanity' kinda hints at that though.  You will feel like you need a preacher, some holy water, to wach your mouth out with soap etc. after making some of the choices you make in this game.  You will feel even MORE guilty laughing your BOOTY off at it.  It's wrong.  Oh so wrong....yet so right.  You learn a lot about a person's humor when playing this game.  That is part of the concept actually.  If you are good at reading people you will quickly learn the patterns of a person's decision making.  Some people like to choose the 'best fit', some like to choose anything that has to do with bodily functions, Some like to choose the most random answer possible and some will choose anything that has an animal involved.  You will learn this about people (hopefully) and be able to customize your 'answers' to give yourself a better chance at winning.  That leaves me with the 'CONCEPT' of the game.  It's pretty easy.  Everyone gets a set number of answer cards that they do not show anyone.  Then one at a time someone will read a question card.  everyone (other than person asking the question), is then to put down the best answer to that question from the cards they have in their hand.  The person who asked the question then reads them all out loud (this is where you will CRY laughing at some of the answers) and then selects which card they feel is best.  Whoever placed that card down gets a point.  Most points in the end wins.  Simple, silly, fun.  Don't play with your grandmother unless she is a dirty, dirty lady ;-)The box is small so it is an easy game to bring to a party or on vacation.  It is easy to store away and pull out for an instant drinking game and fun time (with the right crowd obviously).",5
"I gave this box to my boyfriend for Christmas after he had received the Green, Red and Blue expansion packs. It got to be annoying to have all those boxes laying around. I thought it would be nice to have all the cards together in one place and to be able to shuffle them all together.  So far, he has the original gamoe pack, the Red Box, Blue Box, Green Box, Jew Pack, one of the Christmas Packs, Period Pack and Dad Pack. You can see from the pictures that those take up a little over half of the box all together. It's really nice having them all in one box and makes it much easier to travel with.It comes with 50 blank cards that we will probably never use. We would have preferred those to be additional cards with sayings already on them, but they didn't ask us when designing it. However, it does also come with 20 cards that have sayings on them.There is an additional hidden card in the lid of the box that is pretty amazing. I don't like that you have to cut or tear the paper of the lid to get it out but it doesn't seem to bother my boyfriend. I just think it's kinda ugly now, but definitely worth getting that card out!I'm now reading that there is an additional hidden card in the bottom of the box that we missed. I will have to check that out and see if I can find it and report back.I'm not sure what else I can say about a box.  It does not come with the original CAH game. It's simply an empty storage box for the game and expansion packs. If you plan to add on to the original CAH game, I definitely recommend purchasing this box to store them all in.**UPDATE**After looking for that additional hidden card, I'm here to report we found it! If you look in the bottom of the box, where the cards are stored, the extra card is hidden in the the bottom of the center compartment. I'm sorry but I did not snap a picture but you can Google it online if you're having troubles locating it.I also realized that we never mixed in the 20 expansion cards that came with the Bigger Blacker Box. They all have sayings with the word 'box' in them. (No, not that 'box') They're actually pretty lame considering they are from CAH who have made some pretty hilarious cards.  They say things like, 'In a box' and 'A box within a box' etc... We didn't find them funny and have never used them or ever plan to.",5
"Leave your inhabitions at the door.  This game is fun, entertaining and you may discover things about your family and freinds you didn't know before.  Cards Against Humanity is a quick paced interactive game inducing tears of laughter throughout.  Caution though, Don't play this game with Prudes or, anyone who is easily embarassed saying naughty words let alone thinking them.  Although, I can imagine there might be a group of Nuns who would see the entertainment value in this game.  Set aside several hours to get the full affect for this game, Cold Nights, Rainy Days are perfect!Most of all - Have Fun!",5
"This is one hilariously fun, adult themed card game that will generate tons of laughs and will be your go to party game for your future endeavors. It's moderately priced at around $25 via Prime, but the price of admission was totally worth it for me and my friends.Overview:Cards Against Humanity is a party game for adults where players try to win the favor of the current ‰ÛÏCard Czar‰Ûù by playing a white card that answers the question or completes the statement posed by a black card. The outcome is usually hilarious, with tons of possible outcomes!Positives:- Great game for a group of 4 or more players. Generally the more players the better.- Little to no downtime.- The game is extremely simple to pick up and play.- There is a large variety of cards, both white and black, so the game is very replayable with tons of possibilities.- One of the funnest, most hilarious party games that I have ever played, and is the perfect option for parties/college/etc.Negatives:- You will need at least four people to play this title. Any less and the game becomes a little boring.- This is not a game for youngsters or up tight folks, recommended 18+ here.- The standard set costs around $25, and add-ons will set you back another $20 for each set.I simply love this card game, and I would highly recommend it to anyone looking for a go to party game option for 18+ individuals looking to have a great time.",5
Its funny for like an hour but most of it was ok I guess,3
So the game is hilarious. Utterly hilarious.The first two times you play it.After a while the game is pretty much boring. You've read all the cards and all of a sudden 'kids with butt cancer' stop being funny.,3
Fun little item for game night,3
This is truly a horrible people game. Played once and gave it away.,3
"You know - I wanted to love this game. I just didn't.  Maybe my demographic would help- mid 50's, like cocktails - did both while playing (having fun & cocktails).  Just didn't think this was all that funny.  More 'poopy' humor type game - with a sexual inappropriate twist to it.",3
"Apples to Apples is much more fun. Most of the Cards made no sense when related, not funny, not clever, nothing.  The whole Family had been exited but after plying it once for 3 hours, our verdict is : disappointing",3
"The 20 - something kids seemed to enjoy the game...laughing & finding the questions shocking. (It seemed like they needed a group to make it especially stimulating.)As an older person - I just found the game to be a different take on the game, 'Apples to Apples,' & was disappointed.  (Maybe it was me!)",3
Not overly impressed with this game. Perhaps the group I was playing with was too dysfunctional. Found the game to be rather tame and some of the white cards seemed as if they shouldn't have been part of the game. Was left rather disappointed with this purchase.,3
Bought this game to play with family during the holidays and had the best time but found a lot of repeats after only playing it twice.,3
It's pretty raunchy.,3
It was a hilarious game to play but I can't see the humor in this game holding much longevity. Once you play a couple games (we had 6 in our group) you have already run through the deck and have become familiar with all the funny cards (literally). The second time you see them they start to lose their humor as well as shock value. I imagine you can buy the expansions to keep it entertaining but after you've gone through all of those cards once the game can get old quickly. $100+ later you have another boring game to donate or resell.... I'd say buy a used set (from people who got bored with it) and then sell it once the jokes get old.,3
ok,3
"Some are funny, but seriously filthy game. I had only heard it was fun. My teens played it before me and I was shocked!",3
If you get this you should think about the expansion packs as well. Playing it 4-5 times it starts to get repetitive unless you take my advice!,3
Funny but raunchy. Don't plan on playing this with your parents as most of the cards are obscene.,3
"Parents be warned,this is an adult game.",3
It ok,3
Kind of wears out in the fun department.  You can only do this so many times before you are just repeating your self.,3
"This is the second time I have purchased a set of these cards, so I know what I'm talking about when I say the quality of the card stock and the printing has slipped significantly in the past year or so.  My original set, purchased in March of 2013, had a full set of flawless cards that held up against even the sloppiest of uses (spilled beer, salsa, etc.) without needing more than a quick wipe down to return to perfect condition.  The set of cards I received recently (my previous set was stolen; shocking I know) are nothing like the last set I had.  They're made from noticeably cheaper cardstock, I'm less than confident in their water resistance, they're ALL bowed as if they have been exposed to moisture already (even though the first set probably wouldn't have bowed if they were left in a pool of water), some of the printing on some of the cards is already smudging (rubbing with one's clean finger can produce a smudge, never mind a greasy or salsa covered finger), and one card has a distinct marr on the edge of it making it easy to pick out in someone's hand, or draw pile.  I am thoroughly disappointed in this latest set of cards form CAH and suggest you hold off to buy a set until reports of their card quality either return to excellent, or the price halves (these are not worth the $25 asking price in my opinion).",3
"Nothing wrong with the actual item, just not as fun as my wife and I were hoping.  Many co-workers hyped up this game on how much they loved it, well we prefer apples to apples over this any day, but again that's personal preference.",3
"Head's up parents!!!! You may want to reconsider purchasing this unless your child is an adult! Purchased for my high school daughter without realizing what these, shall we say, really are! They may be 'all the rage' among teens, but they can be very adult in nature.",3
"CAH is okay as a novelty party game, probably good for 4-5 plays before it gets old.  Some of the cards are extremely rude, even more so than I was expecting and I generally have a pretty twisted sense of humor.  It was also not uncommon to have handful of answers that really didn't fit the question at all.  Occasionally though, it did produce hilarious results, but not as often as you'd like.  Mostly the answers were rude without being all that funny.",3
This was fun when you where the only guy in the room with a set. Now its going to sit for 10 years until people want to play it again. Or you can get the crazy expansion packs. I'll leave that to my friends to buy,3
"I was excited that I had purchased this game since it has been out of stock for a bit.  My friends and I had a game night one weekend, and as we were playing, some of the cards had this nasty looking brown, crunchy stains on several of the white cards.  Gross!  It's kind of ridiculous to use a damp rag to wipe off whatever that stuff was.  But overall, the game is great.  Lots of laughs and raunchy creativity!",3
"Very popular. Silly to make dick and dead baby jokes, even in the same sentence! I would give it 2 stars if it didn't provide an excuse to proclaim very racist-sounding sentences for the laugh.Fun to play? Not really. Get a few drinks in you and keep the ditsy girls out of the game, and you might enjoy it for an hour or two.",3
"Everyone knows this one (or should). While it was a great game there is a drawback: Once you know all the cards, it is a very boring game or you need to play it with people who have not yet played it which is not easy to find. I know there are expansion sets, but they are pretty expensive for a lot less cards. Also some of the cards are already dated so they are not fun with people who live in the internet age where only the last few memes matter.",3
"I bought this as a gift for family members that regularly love to play games/host game nights. Recently played with them and the quality of the cards & the box compared to the ones I purchased off of CAH‰Ûªs website differs so much I wouldn‰Ûªt second guess saying that these are probably not legitimate. The font, spacing, consistency of cards and quality was night and day compared to the box set purchased on CAH‰Ûªs site. 10/10 would not recommend.",3
Fun adult game not for mix company. Not as  good as some others and you really need atleast 4 people to play.  All in all a fun evening.,3
"Given the reviews, I thought this was a 'no-fail' game that you could roll out in any situation and have everyone pissing their pants; not really the case.I was looking for an adult-friendly game for a group of 8 friends that would be drinking a bit and enjoy some cursing and shenanigans so I picked this up.The game was a total flop; a lot of eye rolling and 'waiting for it to get funny' before we gave up 20 mins later.In hindsight I realized that there is a TYPE of audience you need for this game and it isn't just anyone... if Mad Libs and things like that make you crack up, this is probably perfect. If the people you are playing with having never expressed an interest in funny written material (Seriously, like they aren't big readers) I would pass on this game and get something more interactive.That said, I was the ideal candidate in the group for this game and while I found it cute, I did not find it super-LOL-vulgar (which is what I was hoping for).You've probably seen the pics on line of people playing and getting some REALLY horrible/crass/hilarious combinations - those are not that common from what we saw in 20 mins... you would get stuff like 'I like to [mow the lawn] with [ham sandwiches]' -- ok, if I'm tired and a little tipsy that might be funny, but it's not X-rated humor.So just keep that in mind; maybe I was expecting the wrong thing (little more R-rated content and universal hilarity), but that was my experience anyway.",3
"It's trendy, but vulgar.  I can't recommend it due to it's content, but everyone who does play it loves it.  Do you want fun at the expense of vulgarity?  Then it is a good purchase.",3
Need some new deck cards. These cards are a bit too white. They need a hood version of these cards.,3
great concept. the few times we tried it though we didnt get too many funny situations. maybe was just bad luck. we feel we have pretty twisted sense of humor but didnt really find this funny. not revolting or offending either. just didnt find the combos we came across during game play as funny.,3
The physical game cards quality is just fine.  Some of the statements go a little far over the line of decency.  If played with good friends who are mature in their thinking and not easily offended it is OK.,3
"It was fun. But it lost it's edge after going through the deck several times. Yes, I could add additional decks but I'm old fashioned and prefer games with more skill with a bit of luck thrown in.",3
"There are some cards in this version that I will be removing.  Maybe 20 or so that aren't funny. They are rather gruesome, actually.",3
"I LOVE this game, however my copy that I purchased wasn't in great condition. Some of the cards printed funny so some of the black stuff comes off. Didn't feel like dealing with a return though so we are just sucking it up!",3
"funny at times but sometimes it doesn't make sense, like senseless! no matter how hard you want to think it can be funny, it isn't. in other words, somes cards don't go together. Don't get me wrong, it is fun but I hate those moments when you get cards that don't make sense and it's doesn't go together. would i recommend it, yeah. would I buy it again, maybe.",3
"Fun/funny game but after just a few hours of playing, it gets repetitive as you use up the cards quickly and then the questions start to repeat.  And new card packs are relatively expensive for the number of cards you get.  Got bored with it quicker than we thought.",3
"It was OK...I have to admit, I'm not sure what all the fuss is about...however, I realize that I'm definitely the odd man out when it comes to this game!",3
"Got this knowing it was going to be hilarious. But little did I know it runs out of its charm really quick. The first time is the best time, but every time after that it tapers off quick once you've gone through all the cards. I have a couple expansions and that helped but its a game i can only play a couple times a year.",3
Crack up for the first 3 times playing. Add ons help. Great to regift after the novelty has worn off. Excellent non PC gift.,3
"This game gets really boring after a while, especially in large groups.",3
"The naught version of apples to apples.  Definitely not something to play with your MIL.  Trust me.  It's awkward.  Do not play with parents, in laws, or people you've just met or might be religious.  This is a game only for those who are already depraved.  It also gets a little predictable  and boring after a few times.",3
"We played this for the first time with the fam (all adults!) and it was hilarious. A member of my family actually pee'd themselves (not me, don't worry). We decided to play again with some more people on New Years, and even added alcohol... it just wasn't the same. We kept saying things like 'oh, last time I got this card... that was so funny'. I feel like this a good one time use game, then maybe pass it along to a newbie.",3
"Ok for first time or 2. not enough funny ones to hold interest of most folks, requiring additional card pack purchases.",3
"Apples to Apples is a much better choice for a board game. With this game the person is constantly picking the dirtiest answer instead of relevant answers.After playing twice you see the same dirty jokes come up every time.I do love the cards that require you to play two cards to complete a phrase, that is a nice switch.",3
"Meh. Maybe we didn't have enough to drink when we played, but we tried to use this with a crowd of 10 people on New Year's and we thought it was just okay.. I don't like the concept of the game, having one person choose a best answer. That blows.",3
"It's fun, and a bit like Apples to Apples, but I'm not sure why people rave about it.  We're a pretty bawdy, maybe too open family, and all of us kind of thought, meh.  A couple beers in and I'd probably love it.",3
"The UK version had funnier cards to play, but we have enjoyed it.",3
"I've only played it once so far and I had a pretty good time laughing.  Very little skill necessary, but good for laughs.  Unless, one takes one's self too seriously ;-)!!!  Definitely the dark side of Richard Dawson...'survey says...'",3
"I bought this game way back in the day when EVERYONE was talking about it. Played it with my two brothers and had a blast. Played it again with my friends... significantly LESS fun. I thought, eh, maybe it depends on who you play with. Played it again with my brothers. Even less fun... so I bought an expansion.I took the game to a party, expansion and all. I didn't laugh (genuinely) once. I'm not a buzzkill, so I pretended to enjoy the game for the sake of the first-timers... but honestly... this game is a 'one-and-done' type deal.Don't bother buying your own copy if you have a friend who has it. Definitely NOT worth the money.",3
Christmas gift,3
"This game gets old really fast.  First time was fun but we were tired of it after the third game.  Most of the time cards don't make any sense and only go for the shock factor, which after a time or two isn't shocking any more.",3
Fairly quickly into the game all the good cards are used up and you are left with just a bunch of names ... several times in the game we all decided to swap out our whole hand ... I can see how the more you play the game the less enjoyable it will get.,3
"We've played this game 3 times and it's already getting boring, think I paid too much for what you get.",3
It's fun and fresh. .. But a little to dirty and inappropriate!  If this didn't have so many swear words and immoral acts. ..i think it would be an amazing game!  They need to come out with a rated R version..... the current versions are MA!,3
Its a great game. I always enjoy it but my only problem was that one card was slightly damaged. They all seemed slightly bent but not a problem its just that one card.,3
not a game for metoo raunchy,3
It's fun to play with a big group but as others have stated if it's just two people the game gets old quick. There aren't enough cards to go through without it repeating itself. Too much work to buy expansion sets.,3
"It's funny as hell,  had us crying with laughter,  but once you've gone through all the cards,  it's less funny.  It's like,  you've switched the joke but the punch line is the same.  I guess that's why there are extension packs.",3
"This game is fun, if you feel comfortable discussing explicit things in your 'game night' crowd. It is easy to blow through the cards here and see repeats, but I haven't gotten an expansion pack. I just lost interest when we started seeing the same questions and answers.",3
"At first, this game was awesome and super fun but if you play more than like 5-10 times you start to learn all of the funny cards and answers so it loses the fun. But it is a good game to have around for friends or family especially when having a relaxing night drinking with friends.",3
"My husband & I were really anxious to get this because we heard how hilarious it was. However, when it arrived & we were reading the cards, we were shocked at how seriously vulgar some of the cards were. Going to end up tossing a few so not to offend some of our friends or family & replace them with the 'create your own' version available on their site.",3
"Not appropriate for multiple generation family participation. Some of the topics were uncomfortable for daughters and sons to share with there mothers and fathers and aunts and uncles. Some topics uncomfortable for mixed ages, mixed genders, and family. Ok for groups of friends though, depending upon the friends. Overall, crude doesn't necessarily equate to funny unless you really get off on bathroom humor.",3
Funny the first couple times playing but loses its taste by the third or fourth. Game is fun but zero replay value unless you continuously dish out money for expansion packs.,3
After hearing so many people rave about this game I had to try it out for myself. I bought the starter deck and the first expansion right off the bat. Overall it just seems like Apples-to-Apples with more vulgar terminology. It's definitely not a bad game but it didn't really bring any thing new to the table. I also feel like Apples-to-Apples includes way more cards negating the need for expansions.,3
This a a fun game if you have been drinking. It must be said that this is really a party game and should at least be played with four people. Every time iv'e play it is always worth a laugh (If you have a dark sense of humor). That being said I defiantly would not play this with the family or in front of school age children.,3
"Was really looking forward to opening this up for a long overdrew get together of friends. We spent an hour or so, had a few laughs, but it was repetitive half way through. Very crude humor, my kind of humor, but cheap, so when though I had bought the first expansion pack wet never opened it.My best guess is that those in 20s or early 30s would probably like it more. Our crowd was all 35-40..",3
"Definitely a fun game, saw it on Table Flip with the Game Grumps and was not disappointed, but there are definitely some small problems.You have to be careful who you play with or even censor cards like i had to when playing with some of my more wholesome friends. Somehow they weren't thrilled with 'Firing a Rifle in the Air while Balls Deep in a Squealing Hog.'Wildly hilarious the first time you play but because of the nature of the cards, a lot of the fun is in the shock value.It gets kind of boring after the third or fourth game. i imagine the expansion packs help remedy this but it just doesn't have the staying power of, say, apples to apples.",3
"This game got great reviews;  i think it's just ok.  I think it's only fun if your playing with 8 or more people because the questions and answers get redundant really fast.  Oh yeah and make sure you are drunk, not as amusing sober. The answers are more of a shock value than anything.  Once you get over that, it's kinda blah.",3
I confused them for something else.. I tried playing them a few times.. Not exciting or that fun.. Took a lot of alcohol for it to be even slightly entertaining.But that's not the companies fault nor the sellers.,3
Funny game but it gets kind of boring after the second round.,3
"It's ok, but I don't think I'd just break it out at any old party.  We took it camping and had some laughs, but after a while you get tired or being the worst possible version of yourself.  It's more of a novelty than something you'll reach for over and over again.",3
"Fun game, especially with drinks & good friends, but while many of the cards were good raunchy fun, some were downright disturbing. We actually had to throw some of the cards out.",3
"In case you don't already know, some of these cards are VERY explicit & dirty. I had to pull out the 'bad ones' so we could play them in mixed company. The questions are hilarious, like an adult (VERY adult) apples to apples.",3
"First off, this game sounds fun. But I feel like it's highly misrepresented in the product description. Questions like 'What was the reason for the population boom' are fine, but it gets inappropriate in certain settings with questions like 'During sex, I like to think about...'It's just not for everybody.",3
"Everyone was talking about how much fun this game is.  There is a lot of poop humor, if that's your thing - you'll love this.  If not, well, maybe not so much.  It's OK - personally I'd rather play Mexican Train.",3
"This photo truly misleading especially coupled with the description of 'starter kit'. Having played this game with friends (and given the price) I thought there was going to be 2 boxes. That's not the case, it's one box with 500 cards. I guess the set I saw was two boxes together.",3
